idx	target_name	accession	query_name	accession_c	clan_name	mdl	mdl_from	mdl_to	seq_from	seq_to	strand	trunc	pass	gc	bias	score	e-value	inc	olp	anyidx	afrct1	afrct2	winidx	wfrct1	wfrct2	description_target
45	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	88556	86731	-	no	1	0.51	0	521.7	5.90E-164	!	=	9	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
46	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	21789	19971	-	no	1	0.5	0	518.4	6.50E-163	!	=	11	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
47	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	62109	60164	-	no	1	0.5	0	517.7	1.10E-162	!	=	12	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
48	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	2570	760	-	no	1	0.5	0	535.8	2.40E-155	!	=	13	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
49	SSU_rRNA_archaea	RF01959	7180000115727	-	-	cm	1	1477	48746	46983	-	no	1	0.51	0	523.1	1.50E-151	!	=	14	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
50	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	2575	758	-	no	1	0.5	0	450	9.00E-141	!	=	13	0.994	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
51	SSU_rRNA_bacteria	RF00177	7180000115727	-	-	cm	1	1533	48751	46981	-	no	1	0.51	0	422.9	5.50E-132	!	=	14	0.994	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
52	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	2270	2990	95743	95006	-	5'	2	0.51	0	373.1	3.10E-113	!	=	35	0.917	1	""""	""""	""""	Archaeal large subunit ribosomal RNA
53	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	2190	2925	95743	95005	-	5'	2	0.51	0	293.4	1.60E-93	!	=	35	0.916	1	""""	""""	""""	Bacterial large subunit ribosomal RNA
54	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	59918	59763	-	no	1	0.53	0	147.9	3.30E-37	!	=	22	1	0.043	-	-	-	5.8S ribosomal RNA
55	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	73252	73097	-	no	1	0.53	0	147.9	3.30E-37	!	=	21	1	0.043	-	-	-	5.8S ribosomal RNA
56	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	13484	13329	-	no	1	0.54	0	147.5	4.30E-37	!	=	24	1	0.043	-	-	-	5.8S ribosomal RNA
57	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	46735	46580	-	no	1	0.54	0	147.5	4.30E-37	!	=	26	1	0.044	-	-	-	5.8S ribosomal RNA
58	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	32918	32763	-	no	1	0.54	0	146.7	7.60E-37	!	=	25	1	0.043	-	-	-	5.8S ribosomal RNA
59	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	86485	86330	-	no	1	0.54	0	143.1	8.00E-36	!	=	23	1	0.043	-	-	-	5.8S ribosomal RNA
60	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	519	364	-	no	1	0.53	0	141.8	1.90E-35	!	^	-	-	-	-	-	-	5.8S ribosomal RNA
61	5_8S_rRNA	RF00002	7180000115727	-	-	cm	1	154	19728	19573	-	no	1	0.51	0	115.2	7.10E-28	!	*	-	-	-	-	-	-	5.8S ribosomal RNA
62	LSU_rRNA_eukarya	RF02543	7180000115727	-	-	cm	1	130	130	1	-	3'	3	0.58	0	112.6	7.40E-24	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
63	LSU_rRNA_bacteria	RF02541	7180000115727	-	-	cm	1	283	534	1	-	3'	3	0.6	4.6	56.6	3.40E-14	!	=	60	0.292	1	""""	""""	""""	Bacterial large subunit ribosomal RNA
64	LSU_rRNA_archaea	RF02540	7180000115727	-	-	cm	164	244	108	28	-	no	3	0.49	0	55.7	7.30E-13	!	=	62	1	0.623	""""	""""	""""	Archaeal large subunit ribosomal RNA
65	snoR83	RF01227	7180000115727	-	-	cm	1	129	7981	7856	-	no	1	0.35	0	74.7	3.70E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
66	snoR83	RF01227	7180000115727	-	-	cm	1	129	40724	40599	-	no	1	0.35	0	74.7	3.70E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
67	snoR83	RF01227	7180000115727	-	-	cm	1	129	54149	54024	-	no	1	0.35	0	74.7	3.70E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
68	snoR83	RF01227	7180000115727	-	-	cm	1	129	67478	67353	-	no	1	0.35	0	74.7	3.70E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
69	snoR83	RF01227	7180000115727	-	-	cm	1	129	80708	80583	-	no	1	0.34	0	73.2	8.80E-12	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
70	snoR83	RF01227	7180000115727	-	-	cm	1	129	27160	27032	-	no	1	0.36	0	52.3	9.30E-07	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR83
71	mir-3622	RF03703	7180000115727	-	-	cm	1	84	79755	79685	-	no	1	0.7	0	42.9	0.00021	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
72	mir-3622	RF03703	7180000115727	-	-	cm	1	84	81474	81351	-	no	1	0.69	0.2	41.6	0.00043	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
73	mir-3622	RF03703	7180000115727	-	-	cm	1	84	79861	79791	-	no	1	0.72	0	37.3	0.0052	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
74	mir-341	RF03771	7180000115727	-	-	cm	1	96	52965	53055	+	no	1	0.71	0.1	32.5	0.0058	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
75	MIR4380	RF03704	7180000115727	-	-	cm	1	82	80053	80135	+	no	1	0.69	0	34.1	0.0068	!	^	-	-	-	-	-	-	MIR4380 microRNA precursor family
1	snoZ199	RF00200	7180000118542	-	-	cm	1	84	239513	239431	-	no	1	0.37	0	61.8	1.20E-07	!	*	-	-	-	-	-	-	Small nucleolar RNA Z199
2	snoR71	RF00097	7180000118542	-	-	cm	1	107	141564	141670	+	no	1	0.41	0	45.9	1.60E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR408	RF00690	7180000114704	-	-	cm	1	136	13782	13651	-	no	1	0.38	0.1	25.7	0.0066	!	*	-	-	-	-	-	-	microRNA MIR408
1	Intron_gpII	RF00029	7180000112619	-	-	cm	1	93	4030	4106	+	no	1	0.44	0	41.3	5.60E-05	!	*	-	-	-	-	-	-	Group II catalytic intron
1	mir-4637	RF03284	7180000108734	-	-	cm	1	84	102025	101940	-	no	1	0.23	3.3	36.7	0.0039	!	^	-	-	-	-	-	-	mir-4637 microRNA precursor family
1	snoR71	RF00097	7180000119597	-	-	cm	1	107	32274	32380	+	no	1	0.36	0	41.2	8.00E-05	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	LSU_rRNA_eukarya	RF02543	7180000115155	-	-	cm	2952	3401	1583	1130	-	5'	2	0.46	0	333.8	1.00E-82	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_archaea	RF02540	7180000115155	-	-	cm	2671	2990	1583	1271	-	5'	2	0.49	0	116.8	5.80E-34	!	=	1	1	0.689	""""	""""	""""	Archaeal large subunit ribosomal RNA
3	LSU_rRNA_bacteria	RF02541	7180000115155	-	-	cm	2600	2925	1583	1270	-	5'	2	0.49	0	98.3	6.00E-30	!	=	1	1	0.692	""""	""""	""""	Bacterial large subunit ribosomal RNA
1	MIR1888	RF03616	7180000118140	-	-	cm	1	101	5535	5641	+	no	1	0.34	0	31.6	0.0032	!	^	-	-	-	-	-	-	MIR1888 microRNA precursor family
1	mir-81	RF00728	7180000114802	-	-	cm	1	102	7296	7387	+	no	1	0.4	0	29	0.0062	!	*	-	-	-	-	-	-	microRNA mir-81
1	MIR390	RF00689	7180000118582	-	-	cm	1	123	413677	413541	-	no	1	0.37	0	104.6	2.60E-22	!	*	-	-	-	-	-	-	microRNA MIR390
2	MIR390	RF00689	7180000118582	-	-	cm	1	123	413541	413677	+	no	1	0.37	0	66.2	1.70E-11	!	*	-	-	-	-	-	-	microRNA MIR390
3	tRNA	RF00005	7180000118582	-	-	cm	1	71	390282	390362	+	no	1	0.53	0	63.3	9.20E-11	!	*	-	-	-	-	-	-	tRNA
1	mir-4536	RF03747	7180000118294	-	-	cm	1	88	32957	33042	+	no	1	0.22	6	37.9	0.0032	!	^	-	-	-	-	-	-	mir-4536 microRNA precursor family
2	mir-574	RF00929	7180000118294	-	-	cm	1	77	32963	33038	+	no	1	0.25	1	42	0.0033	!	=	1	1	0.884	""""	""""	""""	microRNA mir-574
1	MIR408	RF00690	7180000109528	-	-	cm	1	136	54258	54132	-	no	1	0.37	0.6	30.5	0.0022	!	*	-	-	-	-	-	-	microRNA MIR408
2	MIR408	RF00690	7180000109528	-	-	cm	1	136	54134	54259	+	no	1	0.37	0.4	28.6	0.0078	!	*	-	-	-	-	-	-	microRNA MIR408
1	MIR529	RF00908	7180000118576	-	-	cm	1	131	12267	12394	+	no	1	0.29	2	32.9	0.0012	!	*	-	-	-	-	-	-	microRNA MIR529
1	mir-166	RF00075	7180000106602	-	-	cm	1	126	49322	49448	+	no	1	0.39	0	103.2	8.10E-25	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
2	mir-166	RF00075	7180000106602	-	-	cm	1	126	49448	49322	-	no	1	0.39	0	51.8	1.80E-09	!	*	-	-	-	-	-	-	mir-166 microRNA precursor
1	MIR6426	RF03872	7180000106701	-	-	cm	1	84	74504	74422	-	no	1	0.42	0	35.3	0.0039	!	^	-	-	-	-	-	-	MIR6426 microRNA precursor family
1	5S_rRNA	RF00001	7180000119138	-	-	cm	1	119	36836	36725	-	no	1	0.45	0	33.8	0.0071	!	*	-	-	-	-	-	-	-
1	MIR5649	RF03802	7180000118626	-	-	cm	1	101	208349	208246	-	no	1	0.26	2.5	52.1	2.10E-07	!	*	-	-	-	-	-	-	MIR5649 microRNA precursor family
1	snoR101	RF01155	7180000119275	-	-	hmm	8	55	4787	4741	-	-	6	0.28	0.3	21.3	0.0054	!	*	-	-	-	-	-	-	Small nucleolar RNA snoR101
1	MIR167_1	RF00640	7180000107029	-	-	cm	1	130	64228	64318	+	no	1	0.45	0	72.2	4.30E-15	!	*	-	-	-	-	-	-	microRNA MIR167_1
2	MIR167_1	RF00640	7180000107029	-	-	cm	1	130	64319	64229	-	no	1	0.45	0	51	7.70E-09	!	*	-	-	-	-	-	-	microRNA MIR167_1
1	MIR169_2	RF00645	7180000120808	-	-	cm	1	134	55061	55185	+	no	1	0.43	0	41.9	4.90E-08	!	^	-	-	-	-	-	-	microRNA MIR169_2
2	MIR169_5	RF00865	7180000120808	-	-	cm	1	129	55191	55054	-	no	1	0.45	0	39.4	0.00037	!	^	-	-	-	-	-	-	microRNA MIR169_5
1	MIR827	RF03692	7180000116448	-	-	cm	1	125	219	105	-	no	1	0.23	9.4	41.6	6.80E-07	!	^	-	-	-	-	-	-	MIR827 microRNA precursor family
1	mir-34	RF00456	7180000115882	-	-	cm	1	90	9178	9263	+	no	1	0.33	0.1	32.9	0.0015	!	*	-	-	-	-	-	-	mir-34 microRNA precursor family
1	tRNA	RF00005	7180000119216	-	-	cm	1	71	57650	57734	+	no	1	0.59	0	48.6	1.70E-07	!	*	-	-	-	-	-	-	tRNA
1	LSU_rRNA_eukarya	RF02543	7180000113085	-	-	cm	1	3401	10519	13868	+	no	1	0.58	72.6	2400	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
2	LSU_rRNA_eukarya	RF02543	7180000113085	-	-	cm	1279	3401	1	2104	+	5'	2	0.55	13.4	1841.3	0	!	^	-	-	-	-	-	-	Eukaryotic large subunit ribosomal RNA
3	SSU_rRNA_eukarya	RF01960	7180000113085	-	-	cm	1	1851	8070	9878	+	no	1	0.5	0	1745.9	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
4	LSU_rRNA_archaea	RF02540	7180000113085	-	-	cm	1	2990	10771	13519	+	no	1	0.58	60.5	1009.8	0	!	=	1	1	0.821	""""	""""	""""	Archaeal large subunit ribosomal RNA
5	LSU_rRNA_bacteria	RF02541	7180000113085	-	-	cm	1	2925	10115	13664	+	no	1	0.58	79.3	830.8	3.10E-274	!	=	1	0.886	0.939	""""	""""	""""	Bacterial large subunit ribosomal RNA
6	SSU_rRNA_microsporidia	RF02542	7180000113085	-	-	cm	1	1312	8070	9878	+	no	1	0.5	0	850.9	4.10E-258	!	=	3	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
7	LSU_rRNA_archaea	RF02540	7180000113085	-	-	cm	1217	2990	1	1892	+	5'	2	0.55	8.9	816.2	4.90E-254	!	=	2	1	0.899	""""	""""	""""	Archaeal large subunit ribosomal RNA
8	SSU_rRNA_eukarya	RF01960	7180000113085	-	-	cm	1	952	19883	20818	+	3'	3	0.49	0	765.6	7.00E-229	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
9	LSU_rRNA_bacteria	RF02541	7180000113085	-	-	cm	1132	2925	1	1934	+	5'	2	0.55	11.1	654.9	2.70E-215	!	=	2	1	0.919	""""	""""	""""	Bacterial large subunit ribosomal RNA
10	SSU_rRNA_archaea	RF01959	7180000113085	-	-	cm	1	1477	8070	9881	+	no	1	0.5	0	626.4	4.20E-183	!	=	3	0.998	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
11	SSU_rRNA_bacteria	RF00177	7180000113085	-	-	cm	1	1533	8065	9883	+	no	1	0.5	0	527.7	1.40E-166	!	=	3	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
12	SSU_rRNA_microsporidia	RF02542	7180000113085	-	-	cm	1	594	19883	20818	+	3'	3	0.49	0	312.6	3.60E-92	!	=	8	1	1	""""	""""	""""	Microsporidia small subunit ribosomal RNA
13	SSU_rRNA_archaea	RF01959	7180000113085	-	-	cm	1	662	19883	20818	+	3'	3	0.49	0	148.5	3.10E-40	!	=	8	1	1	""""	""""	""""	Archaeal small subunit ribosomal RNA
14	SSU_rRNA_bacteria	RF00177	7180000113085	-	-	cm	1	711	19878	20818	+	3'	3	0.49	0	132.3	1.30E-38	!	=	8	0.995	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
15	5_8S_rRNA	RF00002	7180000113085	-	-	cm	1	154	10129	10284	+	no	1	0.55	0	143.5	1.30E-36	!	=	5	1	0.044	-	-	-	5.8S ribosomal RNA
16	mir-3622	RF03703	7180000113085	-	-	cm	1	84	15040	15110	+	no	1	0.7	0	42.9	4.60E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
1	tRNA	RF00005	7180000108172	-	-	cm	1	71	10905	10835	-	no	1	0.28	0	35.4	0.0016	!	*	-	-	-	-	-	-	tRNA
1	TPP	RF00059	7180000106332	-	-	cm	1	105	185555	185423	-	no	1	0.5	0	69.7	1.60E-10	!	*	-	-	-	-	-	-	TPP riboswitch (THI element)
1	SSU_rRNA_eukarya	RF01960	7180000115735	-	-	cm	1	1441	1399	1	-	3'	3	0.49	0	1180.3	0	!	^	-	-	-	-	-	-	Eukaryotic small subunit ribosomal RNA
2	SSU_rRNA_microsporidia	RF02542	7180000115735	-	-	cm	1	980	1374	1	-	3'	3	0.49	0	513.4	1.30E-154	!	=	1	1	0.982	""""	""""	""""	Microsporidia small subunit ribosomal RNA
3	SSU_rRNA_archaea	RF01959	7180000115735	-	-	cm	1	1106	1175	1	-	3'	3	0.51	0	340.4	3.90E-98	!	=	1	1	0.84	""""	""""	""""	Archaeal small subunit ribosomal RNA
4	SSU_rRNA_bacteria	RF00177	7180000115735	-	-	cm	1	1151	1403	1	-	3'	3	0.49	0	263.8	1.10E-81	!	=	1	0.997	1	""""	""""	""""	Bacterial small subunit ribosomal RNA
5	mir-3622	RF03703	7180000115735	-	-	cm	1	84	5726	5656	-	no	1	0.72	0	44.8	4.60E-06	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
6	mir-3622	RF03703	7180000115735	-	-	cm	1	84	5832	5762	-	no	1	0.7	0	42.9	1.40E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
7	mir-3622	RF03703	7180000115735	-	-	cm	1	84	5938	5868	-	no	1	0.7	0	42.9	1.40E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
8	mir-3622	RF03703	7180000115735	-	-	cm	1	84	6044	5974	-	no	1	0.7	0	42.9	1.40E-05	!	^	-	-	-	-	-	-	mir-3622 microRNA precursor family
9	mir-341	RF03771	7180000115735	-	-	cm	1	96	5804	5894	+	no	1	0.71	0.1	32.5	0.00037	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
10	mir-341	RF03771	7180000115735	-	-	cm	1	96	5698	5788	+	no	1	0.73	0.3	30.2	0.0017	!	^	-	-	-	-	-	-	mir-341 microRNA precursor family
1	mir-3059	RF03520	7180000107258	-	-	cm	1	59	4486	4439	-	no	1	0.5	0	31.2	0.0033	!	*	-	-	-	-	-	-	mir-3059 microRNA precursor family
1	MIR6024	RF03598	7180000118340	-	-	cm	1	99	1679	1550	-	no	1	0.31	1.3	43.1	1.70E-06	!	*	-	-	-	-	-	-	MIR6024 microRNA precursor family
1	snoR71	RF00097	7180000115065	-	-	cm	1	107	10200	10297	+	no	1	0.32	0.1	35.3	0.00047	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	snoR71	RF00097	7180000117950	-	-	cm	1	107	26066	26172	+	no	1	0.48	0	46.7	1.30E-06	!	*	-	-	-	-	-	-	Plant small nucleolar RNA R71
1	MIR7994	RF03818	7180000117726	-	-	cm	1	90	1075	959	-	no	1	0.19	19.6	39.2	0.00029	!	*	-	-	-	-	-	-	MIR7994 microRNA precursor family
2	MIR7994	RF03818	7180000117726	-	-	cm	1	90	961	1077	+	no	1	0.19	19.7	39	0.00031	!	*	-	-	-	-	-	-	MIR7994 microRNA precursor family
1	mir-1265	RF02019	7180000106610	-	-	cm	1	86	24614	24711	+	no	1	0.35	0	46.5	1.80E-06	!	^	-	-	-	-	-	-	microRNA mir-1265
2	mir-969	RF01997	7180000106610	-	-	cm	1	105	24714	24600	-	no	1	0.35	0	31.6	0.0031	!	*	-	-	-	-	-	-	microRNA mir-969
1	mir-5879	RF03637	7180000109434	-	-	cm	1	76	87	13	-	no	1	0.2	5	47.5	2.80E-09	!	^	-	-	-	-	-	-	mir-5879 microRNA precursor family
2	mir-5879	RF03637	7180000109434	-	-	cm	1	76	420	346	-	no	1	0.2	5	47.5	2.80E-09	!	^	-	-	-	-	-	-	mir-5879 microRNA precursor family
3	mir-5879	RF03637	7180000109434	-	-	cm	1	76	13	87	+	no	1	0.2	5	47.4	3.20E-09	!	^	-	-	-	-	-	-	mir-5879 microRNA precursor family
4	mir-4875	RF03566	7180000109434	-	-	cm	1	73	146	63	-	no	1	0.24	2	43.7	1.80E-07	!	=	1	0.298	0.333	""""	""""	""""	mir-4875 microRNA precursor family
5	mir-4875	RF03566	7180000109434	-	-	cm	1	73	257	174	-	no	1	0.24	2	43.7	1.80E-07	!	^	-	-	-	-	-	-	mir-4875 microRNA precursor family
6	mir-4875	RF03566	7180000109434	-	-	cm	1	73	368	285	-	no	1	0.24	2	43.7	1.80E-07	!	=	2	0.274	0.307	""""	""""	""""	mir-4875 microRNA precursor family
7	mir-3914	RF03719	7180000109434	-	-	cm	1	95	146	65	-	no	1	0.24	1.2	41.6	1.90E-07	!	=	1	0.28	0.307	""""	""""	""""	mir-3914 microRNA precursor family
8	mir-3914	RF03719	7180000109434	-	-	cm	1	95	257	176	-	no	1	0.24	1.2	41.6	1.90E-07	!	=	5	1	0.976	""""	""""	""""	mir-3914 microRNA precursor family
9	mir-3914	RF03719	7180000109434	-	-	cm	1	95	368	287	-	no	1	0.24	1.2	41.6	1.90E-07	!	=	2	0.28	0.307	""""	""""	""""	mir-3914 microRNA precursor family
10	mir-3914	RF03719	7180000109434	-	-	cm	1	95	65	146	+	no	1	0.24	1.2	41.6	1.90E-07	!	=	3	0.28	0.307	""""	""""	""""	mir-3914 microRNA precursor family
11	mir-3914	RF03719	7180000109434	-	-	cm	1	95	176	257	+	no	1	0.24	1.2	41.6	1.90E-07	!	^	-	-	-	-	-	-	mir-3914 microRNA precursor family
12	mir-4875	RF03566	7180000109434	-	-	cm	1	73	65	148	+	no	1	0.24	2	43.1	2.50E-07	!	=	3	0.274	0.307	""""	""""	""""	mir-4875 microRNA precursor family
13	mir-4875	RF03566	7180000109434	-	-	cm	1	73	176	259	+	no	1	0.24	2	43.1	2.50E-07	!	=	11	0.976	1	""""	""""	""""	mir-4875 microRNA precursor family
14	mir-4875	RF03566	7180000109434	-	-	cm	1	73	287	370	+	no	1	0.24	2	43.1	2.50E-07	!	^	-	-	-	-	-	-	mir-4875 microRNA precursor family
15	MIR4245	RF03621	7180000109434	-	-	cm	1	128	284	373	+	no	1	0.24	2.3	46.1	1.20E-06	!	=	14	0.933	1	""""	""""	""""	MIR4245 microRNA precursor family
16	MIR4245	RF03621	7180000109434	-	-	cm	1	128	62	151	+	no	1	0.24	2.3	46.1	1.20E-06	!	=	3	0.289	0.347	""""	""""	""""	MIR4245 microRNA precursor family
17	MIR4245	RF03621	7180000109434	-	-	cm	1	128	173	262	+	no	1	0.24	2.3	46.1	1.20E-06	!	=	11	0.911	1	""""	""""	""""	MIR4245 microRNA precursor family
18	MIR473	RF00778	7180000109434	-	-	cm	1	95	152	60	-	no	1	0.24	3.8	40.1	1.70E-06	!	=	1	0.301	0.373	""""	""""	""""	microRNA MIR473
19	MIR473	RF00778	7180000109434	-	-	cm	1	95	263	171	-	no	1	0.24	3.8	40.1	1.70E-06	!	=	5	0.903	1	""""	""""	""""	microRNA MIR473
20	MIR473	RF00778	7180000109434	-	-	cm	1	95	374	282	-	no	1	0.24	3.8	40.1	1.70E-06	!	=	2	0.312	0.387	""""	""""	""""	microRNA MIR473
21	MIR4245	RF03621	7180000109434	-	-	cm	1	128	149	60	-	no	1	0.24	2.3	44.5	2.80E-06	!	=	1	0.311	0.373	""""	""""	""""	MIR4245 microRNA precursor family
22	MIR4245	RF03621	7180000109434	-	-	cm	1	128	260	171	-	no	1	0.24	2.3	44.5	2.80E-06	!	=	5	0.933	1	""""	""""	""""	MIR4245 microRNA precursor family
23	MIR4245	RF03621	7180000109434	-	-	cm	1	128	371	282	-	no	1	0.24	2.3	44.5	2.80E-06	!	=	2	0.289	0.347	""""	""""	""""	MIR4245 microRNA precursor family
24	MIR473	RF00778	7180000109434	-	-	cm	1	95	59	151	+	no	1	0.24	3.8	38.4	4.90E-06	!	=	3	0.312	0.387	""""	""""	""""	microRNA MIR473
25	MIR473	RF00778	7180000109434	-	-	cm	1	95	170	262	+	no	1	0.24	3.8	38.4	4.90E-06	!	=	11	0.882	1	""""	""""	""""	microRNA MIR473
26	MIR473	RF00778	7180000109434	-	-	cm	1	95	281	373	+	no	1	0.24	3.8	38.4	4.90E-06	!	=	14	0.903	1	""""	""""	""""	microRNA MIR473
27	MIR3444	RF03345	7180000109434	-	-	cm	1	103	94	6	-	no	1	0.19	10.4	38.9	6.70E-06	!	=	1	0.843	1	""""	""""	""""	MIR3444 microRNA precursor family
28	MIR3444	RF03345	7180000109434	-	-	cm	1	103	205	117	-	no	1	0.19	10.4	38.9	6.70E-06	!	=	4	0.337	0.357	5	0.36	0.381	MIR3444 microRNA precursor family
29	MIR3444	RF03345	7180000109434	-	-	cm	1	103	316	228	-	no	1	0.19	10.4	38.9	6.70E-06	!	=	5	0.337	0.357	""""	""""	""""	MIR3444 microRNA precursor family
30	MIR1122	RF00906	7180000109434	-	-	cm	1	135	97	219	+	no	1	0.24	8.9	35	0.0001	!	=	10	0.407	0.61	11	0.358	0.537	microRNA MIR1122
31	MIR1122	RF00906	7180000109434	-	-	cm	1	135	319	441	+	no	1	0.24	8.9	35	0.0001	!	=	14	0.423	0.619	""""	""""	""""	microRNA MIR1122
32	MIR6149	RF03905	7180000109434	-	-	cm	1	99	309	233	-	no	1	0.19	6.3	34.8	0.0001	!	=	5	0.325	0.298	""""	""""	""""	MIR6149 microRNA precursor family
33	mir-4536	RF03747	7180000109434	-	-	cm	1	88	79	21	-	no	1	0.22	0.4	35.9	0.00019	!	=	1	1	0.787	""""	""""	""""	mir-4536 microRNA precursor family
34	mir-4536	RF03747	7180000109434	-	-	cm	1	88	190	132	-	no	1	0.22	0.4	35.9	0.00019	!	=	4	0.254	0.179	5	0.288	0.202	mir-4536 microRNA precursor family
35	mir-4536	RF03747	7180000109434	-	-	cm	1	88	301	243	-	no	1	0.22	0.4	35.9	0.00019	!	=	5	0.254	0.179	""""	""""	""""	mir-4536 microRNA precursor family
36	mir-4536	RF03747	7180000109434	-	-	cm	1	88	412	354	-	no	1	0.22	0.4	35.9	0.00019	!	=	2	1	0.787	""""	""""	""""	mir-4536 microRNA precursor family
37	mir-4536	RF03747	7180000109434	-	-	cm	1	88	21	79	+	no	1	0.22	0.4	35.3	0.00029	!	=	3	1	0.787	""""	""""	""""	mir-4536 microRNA precursor family
38	mir-4536	RF03747	7180000109434	-	-	cm	1	88	132	190	+	no	1	0.22	0.4	35.3	0.00029	!	=	10	0.254	0.183	11	0.254	0.183	mir-4536 microRNA precursor family
39	mir-4536	RF03747	7180000109434	-	-	cm	1	88	243	301	+	no	1	0.22	0.4	35.3	0.00029	!	=	11	0.254	0.183	""""	""""	""""	mir-4536 microRNA precursor family
40	mir-4536	RF03747	7180000109434	-	-	cm	1	88	354	412	+	no	1	0.22	0.4	35.3	0.00029	!	=	14	0.288	0.202	""""	""""	""""	mir-4536 microRNA precursor family
41	MIR1122	RF00906	7180000109434	-	-	cm	1	124	110	1	-	3'	3	0.23	9	32	0.00061	!	=	1	0.682	1	""""	""""	""""	microRNA MIR1122
42	mir-653	RF00937	7180000109434	-	-	cm	1	98	66	149	+	no	1	0.25	1	32.2	0.0013	!	=	3	0.262	0.293	""""	""""	""""	microRNA mir-653
43	mir-653	RF00937	7180000109434	-	-	cm	1	98	177	260	+	no	1	0.25	1	32.2	0.0013	!	=	11	0.964	0.988	""""	""""	""""	microRNA mir-653
44	MIR815	RF00884	7180000109434	-	-	cm	1	81	141	70	-	no	1	0.22	1.7	30.6	0.0014	!	=	1	0.25	0.24	""""	""""	""""	microRNA MIR815
45	MIR815	RF00884	7180000109434	-	-	cm	1	81	252	181	-	no	1	0.22	1.7	30.6	0.0014	!	=	5	1	0.857	""""	""""	""""	microRNA MIR815
46	MIR815	RF00884	7180000109434	-	-	cm	1	81	363	292	-	no	1	0.22	1.7	30.6	0.0014	!	=	2	0.25	0.24	""""	""""	""""	microRNA MIR815
47	MIR2275	RF03896	7180000109434	-	-	cm	1	98	94	6	-	no	1	0.19	10.4	31.6	0.0016	!	=	1	0.843	1	""""	""""	""""	MIR2275 microRNA precursor family
48	MIR2275	RF03896	7180000109434	-	-	cm	1	98	205	117	-	no	1	0.19	10.4	31.6	0.0016	!	=	4	0.337	0.357	5	0.36	0.381	MIR2275 microRNA precursor family
49	MIR2275	RF03896	7180000109434	-	-	cm	1	98	316	228	-	no	1	0.19	10.4	31.6	0.0016	!	=	5	0.337	0.357	""""	""""	""""	MIR2275 microRNA precursor family
